2.378863	2.378863	
11.690065	11.690065	
23.741222	23.741222	
32.007526	32.007526	
45.614419	45.614419	
52.069566	52.069566	
59.801811	59.801811	
66.674918	66.674918	
76.473739	76.473739	
89.337594	89.337594	
96.512560	96.512560	
108.145757	108.145757	
114.577684	114.577684	
124.306845	124.306845	
130.460133	130.460133	
138.958637	138.958637	
148.687798	148.687798	
156.141403	156.141403	
162.387571	162.387571	
172.627571	172.627571	
182.658591	182.658591	
190.762356	190.762356	
197.217503	197.217503	
202.627752	202.627752	
210.499317	210.499317	
221.273376	221.273376	
229.702219	229.702219	
240.592378	240.592378	
252.063036	252.063036	
258.378863	258.378863	
267.713285	267.713285	
287.078727	287.078727	
302.845077	302.845077	
315.639272	315.639272	
323.185757	323.185757	
325.670292	325.670292	
330.732242	330.732242	
342.156460	342.156460	
352.907299	352.907299	
365.538954	365.538954	
373.689158	373.689158	
385.043716	385.043716	
397.141312	397.141312	
403.759000	403.759000	
420.407707	420.407707	
429.951108	429.951108	
437.938773	437.938773	
449.850609	449.850609	
461.623126	461.623126	
471.538047	471.538047	
482.265666	482.265666	
494.897322	494.897322	
503.813784	503.813784	
509.781312	509.781312	
525.547662	525.547662	
537.227299	537.227299	
548.767616	548.767616	
