2.089796	2.089796	
6.710567	6.710567	
17.089887	17.089887	
27.299175	27.299175	
36.169197	36.169197	
45.108880	45.108880	
57.438676	57.438676	
68.746794	68.746794	
73.181805	73.181805	
86.138540	86.138540	
93.963664	93.963664	
105.550422	105.550422	
120.759492	120.759492	
129.699175	129.699175	
148.327971	148.327971	
153.947201	153.947201	
165.278538	165.278538	
173.916362	173.916362	
182.113005	182.113005	
196.880897	196.880897	
209.605432	209.605432	
224.094684	224.094684	
234.706203	234.706203	
248.614956	248.614956	
261.571690	261.571690	
270.650693	270.650693	
282.469649	282.469649	
286.672461	286.672461	
303.297949	303.297949	
312.725250	312.725250	
317.415681	317.415681	
329.072098	329.072098	
335.086067	335.086067	
347.299763	347.299763	
358.352461	358.352461	
365.620307	365.620307	
372.191554	372.191554	
381.943935	381.943935	
390.860398	390.860398	
404.513731	404.513731	
416.704207	416.704207	
428.221305	428.221305	
445.589831	445.589831	
453.368516	453.368516	
480.141123	480.141123	
485.295953	485.295953	
494.421396	494.421396	
504.731055	504.731055	
515.551554	515.551554	
524.885976	524.885976	
531.085704	531.085704	
540.420126	540.420126	
557.602892	557.602892	
568.632371	568.632371	
583.237722	583.237722	
597.899819	597.899819	
607.211020	607.211020	
615.454104	615.454104	
623.859728	623.859728	
