2.306791	2.306791	
16.473900	16.473900	
22.511088	22.511088	
34.446145	34.446145	
46.265102	46.265102	
56.156802	56.156802	
65.955623	65.955623	
74.175487	74.175487	
82.766870	82.766870	
93.912449	93.912449	
105.522426	105.522426	
115.042607	115.042607	
131.598435	131.598435	
136.962244	136.962244	
145.112449	145.112449	
154.330771	154.330771	
168.911058	168.911058	
178.036501	178.036501	
194.638768	194.638768	
200.884936	200.884936	
208.338541	208.338541	
218.067702	218.067702	
224.220990	224.220990	
230.374278	230.374278	
242.936274	242.936274	
255.660809	255.660809	
262.371376	262.371376	
271.032419	271.032419	
281.945798	281.945798	
291.256999	291.256999	
294.461353	294.461353	
299.894823	299.894823	
311.086841	311.086841	
324.972374	324.972374	
334.213916	334.213916	
342.689199	342.689199	
353.649018	353.649018	
358.989607	358.989607	
371.969562	371.969562	
378.494369	378.494369	
388.269970	388.269970	
400.855185	400.855185	
