2.205896	2.205896	
11.888617	11.888617	
21.640998	21.640998	
39.590023	39.590023	
47.508027	47.508027	
55.367306	55.367306	
67.105669	67.105669	
75.766712	75.766712	
82.709478	82.709478	
96.966531	96.966531	
102.695568	102.695568	
109.482086	109.482086	
119.726982	119.726982	
134.768617	134.768617	
141.711383	141.711383	
149.908027	149.908027	
164.188299	164.188299	
174.080000	174.080000	
182.996463	182.996463	
193.561542	193.561542	
200.968707	200.968707	
213.275283	213.275283	
221.634467	221.634467	
230.527710	230.527710	
244.390023	244.390023	
256.116100	256.116100	
271.534150	271.534150	
283.933605	283.933605	
293.244807	293.244807	
303.113288	303.113288	
311.217052	311.217052	
318.786757	318.786757	
325.149025	325.149025	
330.512834	330.512834	
349.251338	349.251338	
368.082721	368.082721	
380.412517	380.412517	
388.330522	388.330522	
401.658776	401.658776	
407.394104	407.394104	
422.440635	422.440635	
429.731701	429.731701	
442.386576	442.386576	
448.702404	448.702404	
458.501224	458.501224	
462.657596	462.657596	
470.993560	470.993560	
484.693333	484.693333	
497.742948	497.742948	
509.120726	509.120726	
