2.229116	2.229116	
10.286440	10.286440	
19.388662	19.388662	
26.517188	26.517188	
31.161179	31.161179	
46.579229	46.579229	
53.173696	53.173696	
63.297596	63.297596	
70.449342	70.449342	
81.409161	81.409161	
95.108934	95.108934	
107.299410	107.299410	
118.398549	118.398549	
129.869206	129.869206	
141.339864	141.339864	
153.878639	153.878639	
161.231512	161.231512	
174.056780	174.056780	
179.072290	179.072290	
194.374240	194.374240	
199.227211	199.227211	
208.327088	208.327088	
228.019955	228.019955	
237.888435	237.888435	
252.586667	252.586667	
260.992290	260.992290	
275.899501	275.899501	
291.410431	291.410431	
298.538957	298.538957	
309.440114	309.440114	
318.183039	318.183039	
328.848195	328.848195	
345.118186	345.118186	
352.943311	352.943311	
359.444898	359.444898	
373.191111	373.191111	
379.088980	379.088980	
388.177413	388.177413	
397.618503	397.618503	
410.343039	410.343039	
425.343129	425.343129	
434.352472	434.352472	
448.795283	448.795283	
454.786032	454.786032	
466.558549	466.558549	
479.933243	479.933243	
488.176327	488.176327	
493.958095	493.958095	
496.814150	496.814150	
502.572698	502.572698	
511.558821	511.558821	
529.925805	529.925805	
539.028027	539.028027	
554.260317	554.260317	
564.686077	564.686077	
572.000363	572.000363	
579.384308	579.384308	
589.415329	589.415329	
602.779176	602.779176	
607.794686	607.794686	
618.011466	618.011466	
629.667883	629.667883	
636.610650	636.610650	
649.126205	649.126205	
662.570559	662.570559	
673.483938	673.483938	
682.284300	682.284300	
688.344709	688.344709	
697.911330	697.911330	
705.132736	705.132736	
715.721035	715.721035	
