2.470317	2.470317	
20.421519	20.421519	
30.597846	30.597846	
40.831720	40.831720	
48.920541	48.920541	
59.783126	59.783126	
68.053421	68.053421	
76.664940	76.664940	
89.618591	89.618591	
99.016686	99.016686	
113.115008	113.115008	
120.924029	120.924029	
133.740586	133.740586	
141.743764	141.743764	
152.336962	152.336962	
160.539608	160.539608	
170.735692	170.735692	
176.139955	176.139955	
190.428390	190.428390	
198.852699	198.852699	
209.792744	209.792744	
222.271837	222.271837	
228.209071	228.209071	
236.554286	236.554286	
243.366077	243.366077	
251.769524	251.769524	
266.467393	266.467393	
277.734694	277.734694	
283.093787	283.093787	
297.467120	297.467120	
303.669207	303.669207	
314.172427	314.172427	
320.671656	320.671656	
335.697869	335.697869	
346.798640	346.798640	
355.658760	355.658760	
369.761618	369.761618	
380.010102	380.010102	
392.741935	392.741935	
