2.319295	2.319295	
6.777526	6.777526	
18.132084	18.132084	
28.697163	28.697163	
39.935621	39.935621	
44.811812	44.811812	
56.236029	56.236029	
70.353762	70.353762	
82.207250	82.207250	
93.211221	93.211221	
98.902398	98.902398	
118.450055	118.450055	
123.724529	123.724529	
128.925799	128.925799	
137.795822	137.795822	
152.122534	152.122534	
172.765073	172.765073	
184.793010	184.793010	
197.169246	197.169246	
209.057862	209.057862	
219.901581	219.901581	
234.901672	234.901672	
250.946661	250.946661	
258.353826	258.353826	
272.889518	272.889518	
282.177500	282.177500	
289.468565	289.468565	
301.844801	301.844801	
311.550742	311.550742	
319.654506	319.654506	
333.391591	333.391591	
344.453418	344.453418	
351.605164	351.605164	
357.131513	357.131513	
368.161542	368.161542	
378.610521	378.610521	
385.692608	385.692608	
393.819592	393.819592	
399.299501	399.299501	
411.629297	411.629297	
421.219138	421.219138	
